Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
32,P Faccioli,Characterization of protein folding by dominant reaction pathways,2008,The Journal of Physical Chemistry B,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp805762d,"https://scholar.google.com/scholar?cites=727870050227740905&as_sdt=2005&sciodt=0,5&hl=en",491,22/11/2019 18:45,,,,,,,,,32,2.91,32,1,11
157,"JH Choi, KI Oh, H Lee, C Lee, M Cho",Nitrile and thiocyanate IR probes: Quantum chemistry calculation studies and multivariate least-square fitting analysis,2008,The Journal of chemical …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.2844787,"https://scholar.google.com/scholar?cites=11844762255307358134&as_sdt=2005&sciodt=0,5&hl=en",492,22/11/2019 18:45,,,,,,,,,157,14.27,31,5,11
19,"Q Ruan, K Ruan, C Balny, M Glaser, WW Mantulin",Protein Folding Pathways of Adenylate Kinase from E. coli:  Hydrostatic Pressure and Stopped-Flow Studies,2001,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi010308i,"https://scholar.google.com/scholar?cites=8030143293515716003&as_sdt=2005&sciodt=0,5&hl=en",493,22/11/2019 18:45,,,,,,,,,19,1.06,4,5,18
4,"K Dave, A Davtyan, GA Papoian, M Gruebele…",Environmental fluctuations and stochastic resonance in protein folding,2016,…,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/cphc.201501041,"https://scholar.google.com/scholar?cites=17293806149716011571&as_sdt=2005&sciodt=0,5&hl=en",494,22/11/2019 18:45,,,,,,,,,4,1.33,1,5,3
87,"YS Chen, MY Hong, GS Huang",A protein transistor made of an antibody molecule and two gold nanoparticles,2012,Nature nanotechnology,nature.com,https://www.nature.com/nnano/journal/v7/n3/abs/nnano.2012.7.html,"https://scholar.google.com/scholar?cites=10334356400090968952&as_sdt=2005&sciodt=0,5&hl=en",495,22/11/2019 18:45,,,,,,,,,87,12.43,29,3,7
41,"W Si, A Aksimentiev",Nanopore sensing of protein folding,2017,ACS nano,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acsnano.7b02718,"https://scholar.google.com/scholar?cites=16365082419130480675&as_sdt=2005&sciodt=0,5&hl=en",496,22/11/2019 18:45,,,,,,,,,41,20.5,21,2,2
82,"K Ding, JM Louis, AM Gronenborn",Insights into conformation and dynamics of protein GB1 during folding and unfolding by NMR,2004,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283603014554,"https://scholar.google.com/scholar?cites=8683830662650044787&as_sdt=2005&sciodt=0,5&hl=en",497,22/11/2019 18:45,,,,,,,,,82,5.47,27,3,15
107,"HL Liu, JP Hsu",Recent developments in structural proteomics for protein structure determination,2005,Proteomics,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200401104,"https://scholar.google.com/scholar?cites=15768615811184043354&as_sdt=2005&sciodt=0,5&hl=en",498,22/11/2019 18:45,,,,,,,,,107,7.64,54,2,14
20,"Y Bai, R Nussinov",Protein Folding Protocols,2007,,books.google.com,https://books.google.com/books?hl=en&lr=&id=T0XpKrSBivkC&oi=fnd&pg=PA1&dq=quantum+protein+folding&ots=5uhVtjrjSJ&sig=zLImw0ipeTTpwFUmeqB0lxhoDo8,"https://scholar.google.com/scholar?cites=8898820334292833320&as_sdt=2005&sciodt=0,5&hl=en",499,22/11/2019 18:45,BOOK,,,,,,,,20,1.67,10,2,12
21,"F Cordier-Ochsenbein, R Guerois…","Exploring the folding pathways of annexin I, a multidomain protein. II. Hierarchy in domain folding propensities may govern the folding process",1998,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283698918289,"https://scholar.google.com/scholar?cites=10711208439987632378&as_sdt=2005&sciodt=0,5&hl=en",500,22/11/2019 18:45,,,,,,,,,21,1,7,3,21
45,"RL Kingston, LS Gay, WS Baase…",Structure of the nucleocapsid-binding domain from the mumps virus polymerase; an example of protein folding induced by crystallization,2008,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283608000260,"https://scholar.google.com/scholar?cites=4758654608550120332&as_sdt=2005&sciodt=0,5&hl=en",501,22/11/2019 18:45,,,,,,,,,45,4.09,11,4,11
30,"N Kurt, S Rajagopalan, S Cavagnero",Effect of hsp70 chaperone on the folding and misfolding of polypeptides modeling an elongating protein chain,2006,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283605012684,"https://scholar.google.com/scholar?cites=15982579118253663160&as_sdt=2005&sciodt=0,5&hl=en",502,22/11/2019 18:45,,,,,,,,,30,2.31,10,3,13
188,"K Raha, KM Merz",Large-scale validation of a quantum mechanics based scoring function: predicting the binding affinity and the binding mode of a diverse set of protein− ligand …,2005,Journal of medicinal chemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jm048973n,"https://scholar.google.com/scholar?cites=7659737803974737620&as_sdt=2005&sciodt=0,5&hl=en",503,22/11/2019 18:45,,,,,,,,,188,13.43,94,2,14
144,"CT Lee, KA Smith, TA Hatton",Photocontrol of protein folding: the interaction of photosensitive surfactants with bovine serum albumin,2005,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi048556c,"https://scholar.google.com/scholar?cites=13092841578079929336&as_sdt=2005&sciodt=0,5&hl=en",504,22/11/2019 18:45,,,,,,,,,144,10.29,48,3,14
111,"AR Viguera, L Serrano","Loop length, intramolecular diffusion and protein folding",1997,Nature structural biology,nature.com,https://www.nature.com/articles/nsb1197-939,"https://scholar.google.com/scholar?cites=14412546747410040069&as_sdt=2005&sciodt=0,5&hl=en",505,22/11/2019 18:45,,,,,,,,,111,5.05,56,2,22
109,"AN Naganathan, U Doshi, V Muñoz",Protein folding kinetics: Barrier effects in chemical and thermal denaturation experiments,2007,Journal of the American …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja0689740,"https://scholar.google.com/scholar?cites=9574751778344382833&as_sdt=2005&sciodt=0,5&hl=en",506,22/11/2019 18:45,,,,,,,,,109,9.08,36,3,12
29,X Daura,Molecular dynamics simulation of peptide folding,2006,Theoretical Chemistry Accounts,Springer,https://link.springer.com/article/10.1007/s00214-005-0070-4,"https://scholar.google.com/scholar?cites=3659456757446296884&as_sdt=2005&sciodt=0,5&hl=en",507,22/11/2019 18:45,,,,,,,,,29,2.23,29,1,13
46,"K Gast, G Damaschun, R Misselwitz…",Application of dynamic light scattering to studies of protein folding kinetics,1992,European biophysics …,Springer,https://link.springer.com/article/10.1007/BF00188349,"https://scholar.google.com/scholar?cites=892253358027520448&as_sdt=2005&sciodt=0,5&hl=en",508,22/11/2019 18:45,,,,,,,,,46,1.7,12,4,27
7,"S Kim, AE Roitberg",Simulating temperature jumps for protein folding,2008,The Journal of Physical Chemistry B,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp0727392,"https://scholar.google.com/scholar?cites=11565747803869450666&as_sdt=2005&sciodt=0,5&hl=en",509,22/11/2019 18:45,,,,,,,,,7,0.64,4,2,11
26,"FO Tzul, D Vasilchuk…",Evidence for the principle of minimal frustration in the evolution of protein folding landscapes,2017,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/114/9/E1627.short,"https://scholar.google.com/scholar?cites=8984152780386739377&as_sdt=2005&sciodt=0,5&hl=en",510,22/11/2019 18:45,,,,,,,,,26,13,9,3,2
110,"SH Brewer, B Song, DP Raleigh, RB Dyer",Residue specific resolution of protein folding dynamics using isotope-edited infrared temperature jump spectroscopy,2007,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi602372y,"https://scholar.google.com/scholar?cites=516980645986599915&as_sdt=2005&sciodt=0,5&hl=en",511,22/11/2019 18:45,,,,,,,,,110,9.17,28,4,12
35,"F Edlich, G Fischer",Pharmacological Targeting of Catalyzed Protein Folding: The Example of Peptide Bond cis/trans Isomerases,2006,Molecular Chaperones in Health and Disease,Springer,https://link.springer.com/chapter/10.1007/3-540-29717-0_15,"https://scholar.google.com/scholar?cites=5203809548038715&as_sdt=2005&sciodt=0,5&hl=en",512,22/11/2019 18:45,,,,,,,,,35,2.69,18,2,13
17,"MB Prigozhin, SH Chao, S Sukenik…",Mapping fast protein folding with multiple-site fluorescent probes,2015,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/112/26/7966.short,"https://scholar.google.com/scholar?cites=2592138458836698878&as_sdt=2005&sciodt=0,5&hl=en",513,22/11/2019 18:45,,,,,,,,,17,4.25,4,4,4
127,"G Song, NM Amato",A motion-planning approach to folding: from paper craft to protein folding,2004,IEEE Transactions on Robotics and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1266645/,"https://scholar.google.com/scholar?cites=8238286367290928182&as_sdt=2005&sciodt=0,5&hl=en",514,22/11/2019 18:45,,,,,,,,,127,8.47,64,2,15
48,"SBM Whittaker, GR Spence, JG Grossmann…",NMR analysis of the conformational properties of the trapped on-pathway folding intermediate of the bacterial immunity protein Im7,2007,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283606015415,"https://scholar.google.com/scholar?cites=1423888755797793921&as_sdt=2005&sciodt=0,5&hl=en",515,22/11/2019 18:45,HTML,,,,,,,,48,4,12,4,12
165,"H Roder, K Maki, H Cheng",Early events in protein folding explored by rapid mixing methods,2006,Chemical reviews,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/cr040430y,"https://scholar.google.com/scholar?cites=861360388922503586&as_sdt=2005&sciodt=0,5&hl=en",516,22/11/2019 18:45,,,,,,,,,165,12.69,55,3,13
14,"J Lamba, S Paul, V Hasija, R Aggarwal…",Monitoring protein folding and unfolding pathways through surface hydrophobicity changes using fluorescence and circular dichroism spectroscopy,2009,Biochemistry …,Springer,https://link.springer.com/article/10.1134/S0006297909040063,"https://scholar.google.com/scholar?cites=10970079525045230744&as_sdt=2005&sciodt=0,5&hl=en",517,22/11/2019 18:45,,,,,,,,,14,1.4,3,5,10
36,"B Kuhlman, JA Boice, WJ Wu, R Fairman…",Calcium binding peptides from α-lactalbumin: Implications for protein folding and stability,1997,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi962901j,"https://scholar.google.com/scholar?cites=10173901637747863023&as_sdt=2005&sciodt=0,5&hl=en",518,22/11/2019 18:45,,,,,,,,,36,1.64,7,5,22
25,"LL Duan, Y Gao, Y Mei, QG Zhang…",Folding of a helix is critically stabilized by polarization of backbone hydrogen bonds: Study in explicit water,2012,The Journal of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp212516g,"https://scholar.google.com/scholar?cites=2937358646116969835&as_sdt=2005&sciodt=0,5&hl=en",519,22/11/2019 18:45,,,,,,,,,25,3.57,5,5,7
3,"Z Ignatova, LM Gierasch",A fluorescent window into protein folding and aggregation in cells,2008,Methods in cell biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091679X08006031,"https://scholar.google.com/scholar?cites=7859710602565388201&as_sdt=2005&sciodt=0,5&hl=en",520,22/11/2019 18:45,,,,,,,,,3,0.27,2,2,11
43,"H Kato, H Feng, Y Bai",The folding pathway of T4 lysozyme: the high-resolution structure and folding of a hidden intermediate,2007,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283606014276,"https://scholar.google.com/scholar?cites=16110622846265122681&as_sdt=2005&sciodt=0,5&hl=en",521,22/11/2019 18:45,,,,,,,,,43,3.58,14,3,12
10,"N Rouvière‐Fourmy, CT Craescu…","1H and 15N Assignment of NMR Spectrum, Secondary Structure and Global Folding of the Immunophilin‐Like Domain of the 59‐kDa FK506‐Binding Protein",1995,European journal of …,Wiley Online Library,https://febs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1432-1033.1995.0761d.x,"https://scholar.google.com/scholar?cites=2385430269469881467&as_sdt=2005&sciodt=0,5&hl=en",522,22/11/2019 18:45,,,,,,,,,10,0.42,3,3,24
31,"PJ Lin, CG Jongsma, MR Pool, AE Johnson",Polytopic membrane protein folding at L17 in the ribosome tunnel initiates cyclical changes at the translocon,2011,J Cell Biol,jcb.rupress.org,http://jcb.rupress.org/content/195/1/55.short,"https://scholar.google.com/scholar?cites=17897811831432590310&as_sdt=2005&sciodt=0,5&hl=en",523,22/11/2019 18:45,,,,,,,,,31,3.88,8,4,8
241,"JDC Maia, GA Urquiza Carvalho…",GPU linear algebra libraries and GPGPU programming for accelerating MOPAC semiempirical quantum chemistry calculations,2012,Journal of chemical …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ct3004645,"https://scholar.google.com/scholar?cites=695102940244972944&as_sdt=2005&sciodt=0,5&hl=en",524,22/11/2019 18:45,,,,,,,,,241,34.43,80,3,7
15,GU Nienhaus,Single-molecule fluorescence studies of protein folding,2009,"Protein Structure, Stability, and Interactions",Springer,https://link.springer.com/protocol/10.1007/978-1-59745-367-7_13,"https://scholar.google.com/scholar?cites=8447690728699313315&as_sdt=2005&sciodt=0,5&hl=en",525,22/11/2019 18:45,,,,,,,,,15,1.5,15,1,10
69,"JM Glasscock, Y Zhu, P Chowdhury, J Tang, F Gai",Using an amino acid fluorescence resonance energy transfer pair to probe protein unfolding: Application to the villin headpiece subdomain and the LysM domain,2008,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi8012406,"https://scholar.google.com/scholar?cites=14692481159290554874&as_sdt=2005&sciodt=0,5&hl=en",526,22/11/2019 18:45,,,,,,,,,69,6.27,14,5,11
24,"S Caspi, E Ben-Jacob",Toy model studies of soliton-mediated protein folding and conformation changes,1999,EPL (Europhysics Letters),iopscience.iop.org,https://iopscience.iop.org/article/10.1209/epl/i1999-00419-1/meta,"https://scholar.google.com/scholar?cites=3148662807000403101&as_sdt=2005&sciodt=0,5&hl=en",527,22/11/2019 18:45,,,,,,,,,24,1.2,12,2,20
142,"H Kadokura, J Beckwith",Mechanisms of oxidative protein folding in the bacterial cell envelope,2010,Antioxidants & redox signaling,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/ars.2010.3187,"https://scholar.google.com/scholar?cites=5928615791629517264&as_sdt=2005&sciodt=0,5&hl=en",528,22/11/2019 18:45,,,,,,,,,142,15.78,71,2,9
157,"PL Freddolino, K Schulten",Common structural transitions in explicit-solvent simulations of villin headpiece folding,2009,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349509013599,"https://scholar.google.com/scholar?cites=14242716168413209618&as_sdt=2005&sciodt=0,5&hl=en",529,22/11/2019 18:45,HTML,,,,,,,,157,15.7,79,2,10
1407,"JD Pédelacq, S Cabantous, T Tran, TC Terwilliger…",Engineering and characterization of a superfolder green fluorescent protein,2006,Nature …,nature.com,https://www.nature.com/articles/nbt1172,"https://scholar.google.com/scholar?cites=6550328804860354813&as_sdt=2005&sciodt=0,5&hl=en",530,22/11/2019 18:45,,,,,,,,,1407,108.23,281,5,13
49,"K Kazerounian, K Latif…",Protofold: A successive kinetostatic compliance method for protein conformation prediction,2005,Journal of …,… .asmedigitalcollection.asme.org,http://biomechanical.asmedigitalcollection.asme.org/article.aspx?articleid=1448578,"https://scholar.google.com/scholar?cites=4072110988658705699&as_sdt=2005&sciodt=0,5&hl=en",531,22/11/2019 18:45,,,,,,,,,49,3.5,16,3,14
16,MR Pincus,Identification of structured peptide segments in folding proteins,1992,Biopolymers: Original Research on Biomolecules,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/bip.360320409,"https://scholar.google.com/scholar?cites=7090164077242241037&as_sdt=2005&sciodt=0,5&hl=en",532,22/11/2019 18:45,,,,,,,,,16,0.59,16,1,27
60,"JE Bryant, JTJ Lecomte, AL Lee, GB Young…",Protein dynamics in living cells,2005,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi050786j,"https://scholar.google.com/scholar?cites=3554583352288050251&as_sdt=2005&sciodt=0,5&hl=en",533,22/11/2019 18:45,,,,,,,,,60,4.29,12,5,14
37,"SJ DeCamp, AN Naganathan, SA Waldauer…",Direct observation of downhill folding of λ-repressor in a microfluidic mixer,2009,Biophysical …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349509012235,"https://scholar.google.com/scholar?cites=15975713319948108446&as_sdt=2005&sciodt=0,5&hl=en",534,22/11/2019 18:45,HTML,,,,,,,,37,3.7,9,4,10
97,"DA Simmons, L Konermann",Characterization of transient protein folding intermediates during myoglobin reconstitution by time-resolved electrospray mass spectrometry with on-line isotopic pulse …,2002,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi011697j,"https://scholar.google.com/scholar?cites=987414070761272588&as_sdt=2005&sciodt=0,5&hl=en",535,22/11/2019 18:45,,,,,,,,,97,5.71,49,2,17
68,"BC Lee, PA Croonquist, TR Sosnick, WD Hoff",PAS domain receptor photoactive yellow protein is converted to a molten globule state upon activation,2001,Journal of Biological …,ASBMB,http://www.jbc.org/content/276/24/20821.short,"https://scholar.google.com/scholar?cites=553232269909805647&as_sdt=2005&sciodt=0,5&hl=en",536,22/11/2019 18:45,,,,,,,,,68,3.78,17,4,18
74,"T Kühn, H Schwalbe",Monitoring the kinetics of ion-dependent protein folding by time-resolved NMR spectroscopy at atomic resolution,2000,Journal of the American Chemical Society,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja994212b,"https://scholar.google.com/scholar?cites=13326792060506610027&as_sdt=2005&sciodt=0,5&hl=en",537,22/11/2019 18:45,,,,,,,,,74,3.89,37,2,19
35,"CR Baiz, YS Lin, CS Peng, KA Beauchamp, VA Voelz…",A molecular interpretation of 2D IR protein folding experiments with Markov state models,2014,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349514001842,"https://scholar.google.com/scholar?cites=15785391305750663844&as_sdt=2005&sciodt=0,5&hl=en",538,22/11/2019 18:45,HTML,,,,,,,,35,7,6,6,5
10,"L Smeller, J Fidy, K Heremans","Protein folding, unfolding and aggregation. Pressure induced intermediate states on the refolding pathway of horseradish peroxidase",2004,Journal of Physics: Condensed …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/0953-8984/16/14/015,"https://scholar.google.com/scholar?cites=12594043585299725413&as_sdt=2005&sciodt=0,5&hl=en",539,22/11/2019 18:45,,,,,,,,,10,0.67,3,3,15
19,"X Cheng, X Xiao, Z Wu, P Wang…",Swfoldrate: Predicting protein folding rates from amino acid sequence with sliding window method,2013,"… : Structure, Function, and …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.24171,"https://scholar.google.com/scholar?cites=5822268430202209627&as_sdt=2005&sciodt=0,5&hl=en",540,22/11/2019 18:45,,,,,,,,,19,3.17,4,5,6
43,"P Wu, DW Bolen",Osmolyte‐induced protein folding free energy changes,2006,"Proteins: Structure, Function, and …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.20868,"https://scholar.google.com/scholar?cites=13324826519515930064&as_sdt=2005&sciodt=0,5&hl=en",541,22/11/2019 18:45,,,,,,,,,43,3.31,22,2,13
54,"YS Lee, MG Marcu, L Neckers",Quantum chemical calculations and mutational analysis suggest heat shock protein 90 catalyzes trans-cis isomerization of geldanamycin,2004,Chemistry & biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1074552104001693,"https://scholar.google.com/scholar?cites=11552801554988984286&as_sdt=2005&sciodt=0,5&hl=en",542,22/11/2019 18:45,HTML,,,,,,,,54,3.6,18,3,15
33,"H Kato, ND Vu, H Feng, Z Zhou, Y Bai",The folding pathway of T4 lysozyme: An on-pathway hidden folding intermediate,2007,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283606014288,"https://scholar.google.com/scholar?cites=10781479528400886841&as_sdt=2005&sciodt=0,5&hl=en",543,22/11/2019 18:45,,,,,,,,,33,2.75,7,5,12
45,"IJL Byeon, JM Louis, AM Gronenborn",A captured folding intermediate involved in dimerization and domain-swapping of GB1,2004,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283604005029,"https://scholar.google.com/scholar?cites=9272560022195517767&as_sdt=2005&sciodt=0,5&hl=en",544,22/11/2019 18:45,,,,,,,,,45,3,15,3,15
7,"D Nettels, B Schuler",Single-Molecule Of Protein-Folding Dynamics,2011,Single-molecule biophysics: experiment …,books.google.com,https://books.google.com/books?hl=en&lr=&id=vRCrDHyyNUgC&oi=fnd&pg=PT39&dq=quantum+protein+folding&ots=3GpoOjY1Lb&sig=MXy1OlZPkeyFlrCk1Ch8G3pM6VA,"https://scholar.google.com/scholar?cites=5193097454226441066&as_sdt=2005&sciodt=0,5&hl=en",545,22/11/2019 18:45,,,,,,,,,7,0.88,4,2,8
57,"L Sborgi, A Verma, S Piana…",Interaction networks in protein folding via atomic-resolution experiments and long-time-scale molecular dynamics simulations,2015,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jacs.5b02324,"https://scholar.google.com/scholar?cites=16526855127730927625&as_sdt=2005&sciodt=0,5&hl=en",546,22/11/2019 18:45,,,,,,,,,57,14.25,14,4,4
64,"R Nussinov, PG Wolynes",A second molecular biology revolution? The energy landscapes of biomolecular function,2014,Physical Chemistry Chemical Physics,pubs.rsc.org,https://pubs.rsc.org/en/content/articlehtml/2014/cp/c4cp90027h,"https://scholar.google.com/scholar?cites=7722674453584108954&as_sdt=2005&sciodt=0,5&hl=en",547,22/11/2019 18:45,,,,,,,,,64,12.8,32,2,5
117,"Y Zhang, J Kua, JA McCammon",Influence of structural fluctuation on enzyme reaction energy barriers in combined quantum mechanical/molecular mechanical studies,2003,The Journal of Physical …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp022525e,"https://scholar.google.com/scholar?cites=6818253899331419996&as_sdt=2005&sciodt=0,5&hl=en",548,22/11/2019 18:45,,,,,,,,,117,7.31,39,3,16
33,"AN Naganathan, P Li, R Perez-Jimenez…",Navigating the downhill protein folding regime via structural homologues,2010,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja103612q,"https://scholar.google.com/scholar?cites=12639216170570713627&as_sdt=2005&sciodt=0,5&hl=en",549,22/11/2019 18:45,,,,,,,,,33,3.67,8,4,9
26,"A Schug, T Herges, A Verma…",Investigation of the parallel tempering method for protein folding,2005,Journal of Physics …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/0953-8984/17/18/019/meta,"https://scholar.google.com/scholar?cites=650243507353467410&as_sdt=2005&sciodt=0,5&hl=en",550,22/11/2019 18:45,,,,,,,,,26,1.86,7,4,14
67,"B Urbanc, JM Borreguero, L Cruz, HE Stanley",Ab initio discrete molecular dynamics approach to protein folding and aggregation,2006,Methods in enzymology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0076687906120194,"https://scholar.google.com/scholar?cites=7165339445607714554&as_sdt=2005&sciodt=0,5&hl=en",551,22/11/2019 18:45,,,,,,,,,67,5.15,17,4,13
53,"P Kührová, A De Simone, M Otyepka, RB Best",Force-field dependence of chignolin folding and misfolding: comparison with experiment and redesign,2012,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349512003359,"https://scholar.google.com/scholar?cites=13371657869256552365&as_sdt=2005&sciodt=0,5&hl=en",552,22/11/2019 18:45,HTML,,,,,,,,53,7.57,13,4,7
53,AR Fersht,Relationship of Leffler (Brønsted) α values and protein folding Φ values to position of transition-state structures on reaction coordinates,2004,Proceedings of the National Academy of …,National Acad Sciences,https://www.pnas.org/content/101/40/14338.short,"https://scholar.google.com/scholar?cites=13418626722422882608&as_sdt=2005&sciodt=0,5&hl=en",553,22/11/2019 18:45,,,,,,,,,53,3.53,53,1,15
509,"I Andricioaei, M Karplus",On the calculation of entropy from covariance matrices of the atomic fluctuations,2001,The Journal of Chemical Physics,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.1401821,"https://scholar.google.com/scholar?cites=4083842370679268109&as_sdt=2005&sciodt=0,5&hl=en",554,22/11/2019 18:45,,,,,,,,,509,28.28,255,2,18
117,"M Rueping, JV Schreiber, G Lelais, B Jaun…",Mixed β2/β3‐Hexapeptides and β2/β3‐Nonapeptides Folding to (P)‐Helices with Alternating Twelve‐ and Ten‐Membered Hydrogen‐Bonded Rings,2002,Helvetica chimica …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/1522-2675(200209)85:9%3C2577::AID-HLCA2577%3E3.0.CO;2-D,"https://scholar.google.com/scholar?cites=18167125232610699993&as_sdt=2005&sciodt=0,5&hl=en",555,22/11/2019 18:45,,,,,,,,,117,6.88,23,5,17
22,"J Liu, Y Sun, G Li, B Song, W Huang",Heuristic-based tabu search algorithm for folding two-dimensional AB off-lattice model proteins,2013,Computational biology and chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S1476927113000844,"https://scholar.google.com/scholar?cites=7085356772772171884&as_sdt=2005&sciodt=0,5&hl=en",556,22/11/2019 18:45,,,,,,,,,22,3.67,4,5,6
8,"C Charlier, JM Courtney, TR Alderson…",Monitoring 15N Chemical Shifts During Protein Folding by Pressure-Jump NMR,2018,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jacs.8b04833,"https://scholar.google.com/scholar?cites=12956143168225770824&as_sdt=2005&sciodt=0,5&hl=en",557,22/11/2019 18:45,,,,,,,,,8,8,2,4,1
48,"O Bilsel, CR Matthews",Molecular dimensions and their distributions in early folding intermediates,2006,Current opinion in structural biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0959440X06000091,"https://scholar.google.com/scholar?cites=6336036811088301100&as_sdt=2005&sciodt=0,5&hl=en",558,22/11/2019 18:45,,,,,,,,,48,3.69,24,2,13
7,"S Sen, HP Voorheis",Protein folding: Understanding the role of water and the low Reynolds number environment as the peptide chain emerges from the ribosome and folds,2014,Journal of theoretical biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022519314004378,"https://scholar.google.com/scholar?cites=8821060799067468855&as_sdt=2005&sciodt=0,5&hl=en",559,22/11/2019 18:45,,,,,,,,,7,1.4,4,2,5
104,"H Lei, Y Duan",Two-stage folding of HP-35 from ab initio simulations,2007,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283607005177,"https://scholar.google.com/scholar?cites=13142859440131984008&as_sdt=2005&sciodt=0,5&hl=en",560,22/11/2019 18:45,,,,,,,,,104,8.67,52,2,12
2,"SJ Kim, III Blumling, MC Davidson…",Calcium and EDTA induced folding and unfolding of calmodulin on functionalized quantum dot surfaces,2012,Journal of …,ingentaconnect.com,https://www.ingentaconnect.com/content/asp/jonn/2012/00000002/00000001/art00008,"https://scholar.google.com/scholar?cites=15497858038009322439&as_sdt=2005&sciodt=0,5&hl=en",561,22/11/2019 18:45,,,,,,,,,2,0.29,1,4,7
76,"Y Sato, R Kojima, M Okumura, M Hagiwara, S Masui…",Synergistic cooperation of PDI family members in peroxiredoxin 4-driven oxidative protein folding,2013,Scientific reports,nature.com,https://www.nature.com/articles/srep02456,"https://scholar.google.com/scholar?cites=626121263736191992&as_sdt=2005&sciodt=0,5&hl=en",562,22/11/2019 18:45,HTML,,,,,,,,76,12.67,13,6,6
22,"L Kapsokalivas, X Gan, AA Albrecht…",Population-based local search for protein folding simulation in the MJ energy model and cubic lattices,2009,… Biology and Chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S1476927109000541,"https://scholar.google.com/scholar?cites=16039111966302604862&as_sdt=2005&sciodt=0,5&hl=en",563,22/11/2019 18:45,,,,,,,,,22,2.2,6,4,10
